id,recording,site,year,month,day,hour,minute,species,songtype,x1,x2,y1,y2,frequency,validated,url,score,site_id
775369874,BIO_03_DIVES_20240323_163100.WAV,Bio_3,2024,3,23,16,34,Amazona albifrons,Simple Call,54.144,55.477333333333334,1031.25,23062.5,24000,(not validated),https://arbimon.org/legacy-api/project/birds-in-mexico/recordings/download/177024650,0.12496724010719425,56007
775369875,BIO_03_DIVES_20240323_163100.WAV,Bio_3,2024,3,23,16,35,Amazona albifrons,Simple Call,25.792,27.125333333333334,1031.25,23062.5,24000,not present,https://arbimon.org/legacy-api/project/birds-in-mexico/recordings/download/177024651,0.24411639614135763,56007
775369876,BIO_03_DIVES_20240324_044400.WAV,Bio_3,2024,3,24,4,44,Amazona albifrons,Simple Call,8.922666666666666,10.256,1031.25,23062.5,24000,not present,https://arbimon.org/legacy-api/project/birds-in-mexico/recordings/download/177024653,0.2457847386989735,56007
775369877,BIO_03_DIVES_20240324_044400.WAV,Bio_3,2024,3,24,4,45,Amazona albifrons,Simple Call,12.933333333333334,14.266666666666667,1031.25,23062.5,24000,(not validated),https://arbimon.org/legacy-api/project/birds-in-mexico/recordings/download/177024654,0.1258244239128605,56007
775369878,BIO_03_DIVES_20240324_044400.WAV,Bio_3,2024,3,24,4,48,Amazona albifrons,Simple Call,30.378666666666668,31.712,1031.25,23062.5,24000,(not validated),https://arbimon.org/legacy-api/project/birds-in-mexico/recordings/download/177024657,0.12903546621686776,56007
775369879,BIO_03_DIVES_20240323_205700.WAV,Bio_3,2024,3,23,20,57,Amazona albifrons,Simple Call,53.25866666666667,54.592,1031.25,23062.5,24000,(not validated),https://arbimon.org/legacy-api/project/birds-in-mexico/recordings/download/177024662,0.1314087410418014,56007
775369880,BIO_03_DIVES_20240323_205700.WAV,Bio_3,2024,3,23,20,58,Amazona albifrons,Simple Call,27.301333333333332,28.634666666666668,1031.25,23062.5,24000,(not validated),https://arbimon.org/legacy-api/project/birds-in-mexico/recordings/download/177024663,0.14516848610244573,56007
775369881,BIO_03_DIVES_20240323_205700.WAV,Bio_3,2024,3,23,20,59,Amazona albifrons,Simple Call,27.706666666666667,29.04,1031.25,23062.5,24000,not present,https://arbimon.org/legacy-api/project/birds-in-mexico/recordings/download/177024664,0.2230999340837325,56007
775369882,BIO_03_DIVES_20240323_155600.WAV,Bio_3,2024,3,23,15,56,Amazona albifrons,Simple Call,15.989333333333333,17.322666666666667,1031.25,23062.5,24000,(not validated),https://arbimon.org/legacy-api/project/birds-in-mexico/recordings/download/177024665,0.17394522883573102,56007
775369883,BIO_03_DIVES_20240323_155600.WAV,Bio_3,2024,3,23,15,57,Amazona albifrons,Simple Call,23.125333333333334,24.458666666666666,1031.25,23062.5,24000,(not validated),https://arbimon.org/legacy-api/project/birds-in-mexico/recordings/download/177024666,0.12470802606521215,56007
